Training_Model,Test_Category,Specific_Environment,Emotion_Class,Precision,Recall,F1_Score,Overall_Model_Accuracy
SVM_LINEAR_Clean,Raw_Noisy,Street_5dB,Disgust (E),0.3157894736842105,0.6666666666666666,0.42857142857142855,0.5233644859813084
SVM_LINEAR_Clean,Raw_Noisy,Street_5dB,Anxiety/Fear (A),0.5555555555555556,0.7142857142857143,0.625,0.5233644859813084
SVM_LINEAR_Clean,Raw_Noisy,Street_5dB,Happiness (F),0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5233644859813084
SVM_LINEAR_Clean,Raw_Noisy,Street_5dB,Sadness (T),0.7777777777777778,0.5833333333333334,0.6666666666666666,0.5233644859813084
SVM_LINEAR_Clean,Raw_Noisy,Street_5dB,Neutral (N),0.8333333333333334,0.3125,0.45454545454545453,0.5233644859813084
SVM_LINEAR_Clean,Raw_Noisy,Street_5dB,MACRO AVG,0.5608610812746152,0.5279631083202512,0.5151151369638763,0.5233644859813084
SVM_LINEAR_Clean,Raw_Noisy,Street_5dB,WEIGHTED AVG,0.5787528010056294,0.5233644859813084,0.5251737908417403,0.5233644859813084
SVM_LINEAR_Clean,Raw_Noisy,White_-10dB,Anger (W),0.0,0.0,0.0,0.14018691588785046
SVM_LINEAR_Clean,Raw_Noisy,White_-10dB,Boredom (L),0.0,0.0,0.0,0.14018691588785046
SVM_LINEAR_Clean,Raw_Noisy,White_-10dB,Disgust (E),0.0,0.0,0.0,0.14018691588785046
SVM_LINEAR_Clean,Raw_Noisy,White_-10dB,Anxiety/Fear (A),0.1320754716981132,1.0,0.23333333333333334,0.14018691588785046
SVM_LINEAR_Clean,Raw_Noisy,White_-10dB,Happiness (F),0.0,0.0,0.0,0.14018691588785046
SVM_LINEAR_Clean,Raw_Noisy,White_-10dB,Sadness (T),1.0,0.08333333333333333,0.15384615384615385,0.14018691588785046
SVM_LINEAR_Clean,Raw_Noisy,White_-10dB,Neutral (N),0.0,0.0,0.0,0.14018691588785046
SVM_LINEAR_Clean,Raw_Noisy,White_-10dB,MACRO AVG,0.16172506738544473,0.15476190476190474,0.055311355311355316,0.14018691588785046
